PRICE,BODY_TYPE,KILOMETERS_DRIVEN,NUMBER_OF_OWNERS,YEAR_OF_MANUFACTURE,MILEAGE,FUEL_TYPE,MODEL_YEAR,INSURANCE_VALIDITY,NUMBER_OF_GEARS,TRANSMISSION,SEATS,CITY_NAME
₹ 5.15 Lakh,Hatchback,"24,337 Kms",2nd Owner,2019,18.9,Petrol,2019,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.79 Lakh,Hatchback,"82,243 Kms",1st Owner,2019,21.4,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 13.88 Lakh,SUV,"20,000 Kms",1st Owner,2022,18.9,Petrol,2022,Third Party insurance,6-speed iMT,Manual,5 Seats,HYDERABAD
₹ 6.09 Lakh,Hatchback,"1,04,701 Kms",2nd Owner,2017,20.89,Petrol,2017,Comprehensive,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 10 Lakh,SUV,"54,000 Kms",2nd Owner,2021,17.03,Petrol,2021,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.90 Lakh,Hatchback,"1,18,937 Kms",1st Owner,2021,22.38,Petrol,2021,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 5.70 Lakh,Hatchback,"1,05,133 Kms",1st Owner,2017,25.2,Diesel,2017,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 26.50 Lakh,SUV,"10,000 Kms",1st Owner,2023,12.34,Petrol,2023,Third Party insurance,6-speed,Automatic,5 Seats,HYDERABAD
₹ 6.79 Lakh,Sedan,"36,290 Kms",1st Owner,2018,21.21,Petrol,2018,Third Party,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 18 Lakh,SUV,"10,000 Kms",1st Owner,2023,18.9,Petrol,2023,Third Party insurance,6-Speed,Manual,7 Seats,HYDERABAD
₹ 6.40 Lakh,Hatchback,"29,084 Kms",1st Owner,2018,18.6,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.75 Lakh,Hatchback,"66,911 Kms",1st Owner,2020,21.63,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.30 Lakh,Sedan,"1,10,000 Kms",1st Owner,2011,16.8,Petrol,2011,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 17 Lakh,SUV,"7,033 Kms",1st Owner,2022,21.11,Petrol,2022,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 19.50 Lakh,SUV,"40,000 Kms",1st Owner,2021,17.88,Petrol,2021,Third Party insurance,7-Speed DSG,Manual,5 Seats,HYDERABAD
₹ 7 Lakh,SUV,"80,000 Kms",2nd Owner,2014,15.1,Diesel,2014,Third Party insurance,6 Speed,Manual,7 Seats,HYDERABAD
₹ 6.75 Lakh,Hatchback,"22,000 Kms",1st Owner,2018,18.9,Petrol,2018,Third Party,4 Speed,Automatic,5 Seats,HYDERABAD
₹ 4.30 Lakh,Hatchback,"70,200 Kms",1st Owner,2018,19.02,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.20 Lakh,Hatchback,"60,004 Kms",1st Owner,2019,23.01,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.80 Lakh,Hatchback,"60,000 Kms",1st Owner,2020,20.52,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.34 Lakh,Hatchback,"57,078 Kms",2nd Owner,2013,19.81,Petrol,2013,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.02 Lakh,Hatchback,"63,789 Kms",1st Owner,2014,18.5,Petrol,2014,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 2.40 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2016,25.44,Diesel,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.34 Lakh,Sedan,"1,18,207 Kms",2nd Owner,2018,28.09,Diesel,2018,Zero Dep,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 7.95 Lakh,Sedan,"53,000 Kms",1st Owner,2017,17.4,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.70 Lakh,Hatchback,"1,05,224 Kms",2nd Owner,2016,21.4,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.51 Lakh,Hatchback,"20,837 Kms",2nd Owner,2021,20.3,Petrol,2021,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 2.80 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2010,18.5,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.63 Lakh,Hatchback,"24,021 Kms",1st Owner,2021,20.71,Petrol,2021,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 6.25 Lakh,Sedan,"61,000 Kms",1st Owner,2016,20.73,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 8 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2013,9.0,Diesel,2013,Third Party insurance,8 Speed,Automatic,5 Seats,HYDERABAD
₹ 2 Lakh,Sedan,"64,000 Kms",2nd Owner,2008,15.3,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 1.70 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2011,19.7,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 19.50 Lakh,SUV,"30,000 Kms",1st Owner,2022,17.88,Petrol,2022,Third Party insurance,7-Speed DSG,Manual,5 Seats,HYDERABAD
₹ 3.25 Lakh,Hatchback,"49,000 Kms",1st Owner,2018,22.05,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.50 Lakh,MUV,"1,15,000 Kms",1st Owner,2018,17.3,Diesel,2018,Third Party insurance,6 Speed,Manual,7 Seats,HYDERABAD
₹ 2.75 Lakh,Hatchback,"50,000 Kms",1st Owner,2016,24.7,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.47 Lakh,Hatchback,"18,569 Kms",1st Owner,2021,21.7,Petrol,2021,Third Party,5-Speed,Manual,5 Seats,HYDERABAD
₹ 5.78 Lakh,Hatchback,"98,455 Kms",1st Owner,2018,24.0,Diesel,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6 Lakh,Sedan,"85,000 Kms",1st Owner,2015,21.66,Diesel,2015,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 5.24 Lakh,Sedan,"97,921 Kms",1st Owner,2016,17.0,Petrol,2016,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.02 Lakh,Hatchback,"19,205 Kms",2nd Owner,2020,21.7,Petrol,2020,Third Party,5-Speed,Manual,5 Seats,HYDERABAD
₹ 6.67 Lakh,Hatchback,"1,22,000 Kms",2nd Owner,2019,28.4,Diesel,2019,Third Party insurance,5,Manual,5 Seats,HYDERABAD
₹ 5.52 Lakh,Hatchback,"97,644 Kms",1st Owner,2018,20.89,Petrol,2018,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 2.65 Lakh,Hatchback,"82,000 Kms",1st Owner,2010,20.36,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.43 Lakh,Hatchback,"70,607 Kms",2nd Owner,2013,22.9,Diesel,2013,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.21 Lakh,Sedan,"71,144 Kms",1st Owner,2016,17.01,Petrol,2016,Third Party insurance,4 Speed,Automatic,5 Seats,HYDERABAD
₹ 15.50 Lakh,Sedan,"2,373 Kms",1st Owner,2022,18.45,Petrol,2022,Comprehensive,6 Speed IVT,Automatic,5 Seats,HYDERABAD
₹ 10.92 Lakh,Hatchback,"56,753 Kms",1st Owner,2021,20.28,Petrol,2021,Zero Dep,7 Speed DCT,Automatic,5 Seats,HYDERABAD
₹ 8.90 Lakh,SUV,"72,000 Kms",1st Owner,2018,24.3,Diesel,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.50 Lakh,Hatchback,"64,487 Kms",2nd Owner,2018,21.4,Petrol,2018,Not Available,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.09 Lakh,Hatchback,"95,783 Kms",1st Owner,2017,21.4,Petrol,2017,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 14.50 Lakh,MUV,"60,000 Kms",2nd Owner,2019,17.6,Diesel,2019,Third Party insurance,6 Speed,Automatic,7 Seats,HYDERABAD
₹ 11 Lakh,MUV,"59,108 Kms",1st Owner,2021,19.01,Petrol,2021,Comprehensive,5-Speed,Manual,6 Seats,HYDERABAD
₹ 38 Lakh,Sedan,"50,000 Kms",2nd Owner,2019,12.6,Diesel,2019,Third Party insurance,9 Speed,Automatic,5 Seats,HYDERABAD
₹ 11.99 Lakh,SUV,"31,500 Kms",2nd Owner,2020,14.23,Petrol,2020,Comprehensive,6-Speed,Manual,5 Seats,HYDERABAD
₹ 8.45 Lakh,SUV,"1,28,193 Kms",1st Owner,2015,15.1,Diesel,2015,Comprehensive,6 Speed ,Manual,7 Seats,HYDERABAD
₹ 10.13 Lakh,Sedan,"87,810 Kms",1st Owner,2018,22.0,Diesel,2018,Zero Dep,6 Speed,Manual,5 Seats,HYDERABAD
₹ 10.08 Lakh,SUV,"64,951 Kms",2nd Owner,2017,13.0,Petrol,2017,Comprehensive,6 Speed,Manual,5 Seats,HYDERABAD
₹ 2.60 Lakh,Hatchback,"50,000 Kms",2nd Owner,2012,17.92,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 11.24 Lakh,SUV,"97,161 Kms",1st Owner,2017,19.67,Diesel,2017,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 6.09 Lakh,Sedan,"67,805 Kms",1st Owner,2017,17.0,Petrol,2017,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 14.50 Lakh,SUV,"1,58,000 Kms",2nd Owner,2014,15.73,Diesel,2014,Third Party insurance,7-Speed S-Tronic ,Automatic,5 Seats,HYDERABAD
₹ 2.72 Lakh,Hatchback,"70,435 Kms",2nd Owner,2014,24.39,Petrol,2014,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 15 Lakh,SUV,"49,287 Kms",1st Owner,2020,17.41,Diesel,2020,Comprehensive,6 Speed,Manual,5 Seats,HYDERABAD
₹ 5.22 Lakh,Hatchback,"84,759 Kms",2nd Owner,2018,20.3,Petrol,2018,Comprehensive,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 6.23 Lakh,Hatchback,"74,538 Kms",2nd Owner,2017,21.4,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.85 Lakh,SUV,"53,000 Kms",1st Owner,2010,12.05,Diesel,2010,Third Party insurance,6 Speed,Manual,8 Seats,HYDERABAD
₹ 2.98 Lakh,Hatchback,"79,024 Kms",2nd Owner,2017,22.05,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4 Lakh,Hatchback,"80,000 Kms",1st Owner,2016,27.62,Diesel,2016,Third Party insurance,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 49.80 Lakh,Sedan,"56,000 Kms",1st Owner,2019,16.1,Diesel,2019,Third Party insurance,9 Speed,Automatic,5 Seats,HYDERABAD
₹ 10.80 Lakh,SUV,"62,125 Kms",1st Owner,2018,19.67,Diesel,2018,Comprehensive,6 Speed,Manual,5 Seats,HYDERABAD
₹ 5.20 Lakh,Hatchback,"95,596 Kms",1st Owner,2014,23.59,Diesel,2014,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.80 Lakh,Hatchback,"18,500 Kms",1st Owner,2019,18.9,Petrol,2019,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5 Lakh,Hatchback,"1,44,000 Kms",2nd Owner,2016,28.4,Diesel,2016,Third Party insurance,5,Manual,5 Seats,HYDERABAD
₹ 11.99 Lakh,Sedan,"55,200 Kms",1st Owner,2021,18.6,Petrol,2021,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 4.98 Lakh,Hatchback,"1,88,058 Kms",1st Owner,2016,22.54,Diesel,2016,Not Available,6 Speed,Manual,5 Seats,HYDERABAD
₹ 6.33 Lakh,Hatchback,"71,779 Kms",1st Owner,2016,18.6,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.62 Lakh,Sedan,"1,01,176 Kms",3rd Owner,2015,17.4,Petrol,2015,Third Party insurance,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 4.75 Lakh,Hatchback,"75,000 Kms",1st Owner,2016,27.62,Diesel,2016,Third Party insurance,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 6.01 Lakh,Hatchback,"66,676 Kms",1st Owner,2017,18.7,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.52 Lakh,Hatchback,"2,236 Kms",1st Owner,2018,22.05,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 23.95 Lakh,SUV,"62,000 Kms",1st Owner,2019,12.05,Diesel,2019,Third Party insurance,7 speed,Automatic,7 Seats,HYDERABAD
₹ 3 Lakh,Hatchback,"74,754 Kms",2nd Owner,2012,19.81,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.20 Lakh,Hatchback,"66,244 Kms",1st Owner,2018,21.01,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.41 Lakh,Hatchback,"17,341 Kms",1st Owner,2022,21.46,Petrol,2022,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.14 Lakh,Hatchback,"44,675 Kms",1st Owner,2018,18.9,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.95 Lakh,SUV,"70,000 Kms",3rd Owner,2017,18.9,Diesel,2001,Third Party insurance,5 Speed,Manual,6 Seats,HYDERABAD
₹ 7.80 Lakh,Hatchback,"30,829 Kms",1st Owner,2022,22.35,Petrol,2022,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4 Lakh,Sedan,"1,00,000 Kms",2nd Owner,2015,17.6,Petrol,2015,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 9.95 Lakh,Sedan,"53,800 Kms",1st Owner,2019,26.82,Diesel,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 9.40 Lakh,SUV,"1,22,000 Kms",1st Owner,2017,22.1,Diesel,2017,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 14.90 Lakh,SUV,"1,07,220 Kms",1st Owner,2017,16.0,Diesel,2017,Third Party insurance,6 Speed,Manual,7 Seats,HYDERABAD
₹ 5.80 Lakh,Sedan,"1,29,000 Kms",1st Owner,2015,26.0,Diesel,2015,Third Party insurance,6 Speed ,Manual,5 Seats,HYDERABAD
₹ 66.95 Lakh,SUV,"60,000 Kms",1st Owner,2017,11.0,Diesel,2017,Third Party,9 Speed,Automatic,7 Seats,HYDERABAD
₹ 3.75 Lakh,Hatchback,"83,829 Kms",1st Owner,2018,22.5,Petrol,2018,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 30 Lakh,SUV,"70,000 Kms",1st Owner,2017,14.16,Diesel,2017,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 3.14 Lakh,Hatchback,"52,996 Kms",2nd Owner,2013,19.4,Petrol,2013,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.56 Lakh,Hatchback,"16,105 Kms",2nd Owner,2021,22.0,Petrol,2021,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 28.50 Lakh,Sedan,"1,51,901 Kms",1st Owner,2016,15.8,Diesel,2016,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 7.87 Lakh,Hatchback,"15,680 Kms",1st Owner,2021,21.01,Petrol,2021,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.95 Lakh,Hatchback,"55,065 Kms",1st Owner,2019,22.56,Petrol,2019,Third Party insurance,5-Speed,Automatic,5 Seats,HYDERABAD
₹ 4 Lakh,Hatchback,"1,20,000 Kms",2nd Owner,2016,23.59,Diesel,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.71 Lakh,Hatchback,"15,518 Kms",2nd Owner,2021,19.0,Petrol,2021,Third Party,5-Speed,Automatic,5 Seats,HYDERABAD
₹ 7.90 Lakh,Sedan,"39,907 Kms",1st Owner,2018,21.0,Diesel,2018,Third Party insurance,CVT,Automatic,5 Seats,HYDERABAD
₹ 6.55 Lakh,Hatchback,"45,560 Kms",1st Owner,2017,18.6,Petrol,2017,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.36 Lakh,Hatchback,"42,096 Kms",1st Owner,2012,20.36,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 17.75 Lakh,Sedan,"70,500 Kms",2nd Owner,2015,17.9,Diesel,2015,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 8.32 Lakh,Sedan,"63,886 Kms",1st Owner,2018,17.4,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 10.25 Lakh,MUV,"95,600 Kms",1st Owner,2017,17.6,Diesel,2017,Third Party insurance,6 Speed,Manual,7 Seats,HYDERABAD
₹ 19.95 Lakh,Sedan,"1,01,000 Kms",1st Owner,2013,13.0,Diesel,2013,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 26.50 Lakh,Sedan,"61,000 Kms",1st Owner,2015,13.0,Diesel,2015,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 24.50 Lakh,SUV,"95,000 Kms",1st Owner,2016,17.05,Diesel,2016,Third Party insurance,8-Speed ,Automatic,5 Seats,HYDERABAD
₹ 25.50 Lakh,SUV,"97,000 Kms",1st Owner,2017,15.73,Diesel,2017,Third Party insurance,7-Speed S-Tronic ,Automatic,5 Seats,HYDERABAD
₹ 5.95 Lakh,Hatchback,"61,000 Kms",1st Owner,2016,25.2,Diesel,2016,Third Party insurance,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 6.25 Lakh,Hatchback,"18,000 Kms",1st Owner,2017,18.9,Petrol,2017,Third Party insurance,4 Speed,Automatic,5 Seats,HYDERABAD
₹ 5.99 Lakh,Hatchback,"63,000 Kms",1st Owner,2016,18.9,Petrol,2016,Third Party insurance,4 Speed,Automatic,5 Seats,HYDERABAD
₹ 6.15 Lakh,Hatchback,"52,617 Kms",2nd Owner,2018,21.4,Petrol,2018,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.14 Lakh,Hatchback,"51,865 Kms",1st Owner,2019,25.24,Petrol,2019,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 23.75 Lakh,SUV,"93,000 Kms",1st Owner,2017,17.32,Diesel,2017,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 4.58 Lakh,Hatchback,"1,10,410 Kms",1st Owner,2015,22.38,Petrol,2015,Comprehensive,5-Speed,Manual,5 Seats,HYDERABAD
₹ 7 Lakh,Sedan,"55,846 Kms",1st Owner,2017,19.12,Petrol,2017,Third Party,4 Speed,Automatic,5 Seats,HYDERABAD
₹ 5.15 Lakh,Hatchback,"47,000 Kms",1st Owner,2020,21.46,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 8.22 Lakh,SUV,"39,914 Kms",1st Owner,2018,17.0,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 2.65 Lakh,Hatchback,"73,000 Kms",1st Owner,2010,17.92,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.79 Lakh,Hatchback,"88,048 Kms",1st Owner,2016,18.6,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.18 Lakh,Hatchback,"92,278 Kms",2nd Owner,2013,20.36,Petrol,2013,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.35 Lakh,SUV,"2,60,000 Kms",1st Owner,2003,18.9,Diesel,2003,Third Party insurance,5 Speed,Manual,8 Seats,HYDERABAD
₹ 6.43 Lakh,Sedan,"92,960 Kms",1st Owner,2016,17.8,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.50 Lakh,Hatchback,"63,000 Kms",1st Owner,2020,19.33,Petrol,2020,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 8.25 Lakh,SUV,"20,000 Kms",1st Owner,2021,19.03,Petrol,2021,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 26.75 Lakh,SUV,"7,000 Kms",1st Owner,2022,14.1,Petrol,2022,Comprehensive,7 Speed DCT,Automatic,5 Seats,HYDERABAD
₹ 6.10 Lakh,Hatchback,"4,600 Kms",1st Owner,2022,25.3,Petrol,2022,Comprehensive,AGS,Automatic,5 Seats,HYDERABAD
₹ 10.90 Lakh,Sedan,"22,800 Kms",1st Owner,2021,17.4,Petrol,2021,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 1 Lakh,Sedan,"1,50,000 Kms",1st Owner,2006,17.8,Diesel,2006,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.25 Lakh,Sedan,"10,000 Kms",1st Owner,2020,19.95,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 1.85 Lakh,Hatchback,"70,000 Kms",2nd Owner,2010,15.6,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.57 Lakh,Hatchback,"44,790 Kms",1st Owner,2020,22.05,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.47 Lakh,Hatchback,"14,213 Kms",1st Owner,2022,21.7,Petrol,2022,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 8 Lakh,SUV,"1,02,000 Kms",2nd Owner,2018,24.3,Diesel,2018,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.11 Lakh,Hatchback,"40,724 Kms",3rd Owner,2012,20.36,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.70 Lakh,Hatchback,"55,724 Kms",2nd Owner,2017,21.4,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3 Lakh,Sedan,"1,00,000 Kms",1st Owner,2010,17.5,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.32 Lakh,Hatchback,"85,396 Kms",1st Owner,2017,22.05,Petrol,2017,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.10 Lakh,Hatchback,"50,000 Kms",2nd Owner,2016,21.4,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.25 Lakh,Hatchback,"27,136 Kms",1st Owner,2016,24.7,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.44 Lakh,Hatchback,"44,591 Kms",1st Owner,2019,19.0,Petrol,2019,Zero Dep,5-Speed,Manual,5 Seats,HYDERABAD
₹ 82 Lakh,Coupe,"6,000 Kms",1st Owner,2021,11.9,Petrol,2021,Third Party insurance,9 Speed,Automatic,4 Seats,HYDERABAD
₹ 5.28 Lakh,Hatchback,"20,034 Kms",1st Owner,2018,20.89,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 2.60 Lakh,Hatchback,"50,000 Kms",2nd Owner,2012,17.92,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 11.50 Lakh,MUV,"47,529 Kms",1st Owner,2022,18.9,Petrol,2022,Comprehensive,6-Speed,Manual,7 Seats,HYDERABAD
₹ 7.40 Lakh,Hatchback,"46,739 Kms",1st Owner,2017,19.56,Petrol,2017,Comprehensive,CVT,Automatic,5 Seats,HYDERABAD
₹ 4.10 Lakh,Sedan,"1,50,000 Kms",2nd Owner,2012,22.32,Diesel,2012,Third Party insurance,6 Speed ,Manual,5 Seats,HYDERABAD
₹ 5.99 Lakh,Hatchback,"62,000 Kms",1st Owner,2019,21.63,Petrol,2019,Third Party insurance,AGS,Automatic,5 Seats,HYDERABAD
₹ 11.25 Lakh,MUV,"45,000 Kms",1st Owner,2021,19.01,Petrol,2021,Third Party insurance,5-Speed,Manual,6 Seats,HYDERABAD
₹ 12.99 Lakh,Sedan,"36,000 Kms",1st Owner,2020,18.3,Petrol,2020,Third Party insurance,CVT,Automatic,5 Seats,HYDERABAD
₹ 10.50 Lakh,Sedan,"40,000 Kms",1st Owner,2019,17.14,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.16 Lakh,Hatchback,"15,850 Kms",1st Owner,2020,22.5,Petrol,2020,Comprehensive,5-Speed,Manual,5 Seats,HYDERABAD
₹ 6.42 Lakh,Sedan,"62,535 Kms",1st Owner,2017,21.21,Petrol,2017,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 8.49 Lakh,SUV,"94,600 Kms",1st Owner,2018,24.3,Diesel,2018,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.34 Lakh,Sedan,"80,375 Kms",2nd Owner,2013,22.41,Petrol,2013,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 2.76 Lakh,Hatchback,"97,935 Kms",3rd Owner,2012,19.4,Petrol,2012,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.10 Lakh,Hatchback,"38,300 Kms",1st Owner,2019,18.6,Petrol,2019,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.80 Lakh,Hatchback,"81,917 Kms",1st Owner,2017,21.4,Petrol,2017,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.75 Lakh,Hatchback,"69,000 Kms",1st Owner,2016,21.4,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.98 Lakh,Hatchback,"43,566 Kms",2nd Owner,2016,18.9,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.33 Lakh,Hatchback,"94,201 Kms",2nd Owner,2015,18.6,Petrol,2015,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.99 Lakh,Hatchback,"50,000 Kms",1st Owner,2017,21.4,Petrol,2017,Third Party insurance,CVT,Automatic,5 Seats,HYDERABAD
₹ 5.20 Lakh,Hatchback,"40,689 Kms",1st Owner,2019,23.84,Petrol,2019,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.20 Lakh,Sedan,"35,849 Kms",1st Owner,2018,19.5,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 18 Lakh,SUV,"15,833 Kms",1st Owner,2021,17.41,Diesel,2021,Zero Dep,6 Speed,Manual,5 Seats,HYDERABAD
₹ 3.80 Lakh,Sedan,"90,000 Kms",2nd Owner,2011,20.0,Diesel,2011,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
