price,bt,Kms Driven,owner,Year of Manufacture,Mileage,RTO,Fuel Type,Registration Year,modelYear,Insurance Validity,Gear Box,Transmission,Seats,City,Engine Displacement
₹ 5.75 Lakh,SUV,"1,20,000 Kms",2nd Owner,2013.0,19.01 kmpl,KA53,Diesel,2013,2013,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 37.95 Lakh,SUV,"64,389 Kms",2nd Owner,2018.0,17.9 kmpl,KA05,Diesel,Mar 2018,2018,Comprehensive,9 Speed,Automatic,5 Seats,bangalore,2143 cc
₹ 2.60 Lakh,Hatchback,"60,000 Kms",2nd Owner,2014.0,22.74 kmpl,KA51,Petrol,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 5.39 Lakh,Hatchback,"67,245 Kms",1st Owner,2015.0,22.38 kmpl,KA51,Petrol,May 2015,2015,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 10.06 Lakh,Sedan,"30,518 Kms",2nd Owner,2018.0,17 kmpl,KA05,Petrol,Jun 2018,2018,Zero Dep,6 Speed,Automatic,5 Seats,bangalore,1591 cc
₹ 39 Lakh,Sedan,"20,000 Kms",1st Owner,2022.0,,KA03,Petrol,2022,2022,Third Party insurance,7-Speed DCT,Automatic,5 Seats,bangalore,1332 cc
₹ 7.96 Lakh,Sedan,"1,02,407 Kms",1st Owner,2018.0,28.09 kmpl,KA63,Diesel,Jun 2018,2018,Third Party,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 6.36 Lakh,Hatchback,"53,606 Kms",1st Owner,2015.0,18.6 kmpl,KA51,Petrol,Dec 2015,2015,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 14 Lakh,SUV,"90,000 Kms",1st Owner,2015.0,17.67 kmpl,KA03,Diesel,2015,2015,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1968 cc
₹ 6.15 Lakh,Hatchback,"44,253 Kms",2nd Owner,2016.0,21.4 kmpl,KA53,Petrol,Jan 2017,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5 Lakh,Minivans,"40,000 Kms",1st Owner,2021.0,20.88 km/kg,,CNG,2021,2021,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1196 cc
₹ 7.18 Lakh,Hatchback,"34,702 Kms",1st Owner,2021.0,19.01 kmpl,KA06,Petrol,Jun 2021,2021,Third Party,5-Speed,Manual,5 Seats,bangalore,1199 cc
₹ 4.36 Lakh,Hatchback,"42,762 Kms",1st Owner,2012.0,22.38 kmpl,KA04,Petrol,Sept 2012,2012,Third Party,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 2.80 Lakh,Hatchback,"50,000 Kms",2nd Owner,2015.0,23.95 kmpl,,Petrol,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 7.80 Lakh,MUV,"30,000 Kms",1st Owner,2022.0,18.2 kmpl,KA53,Petrol,2022,2022,Third Party insurance,5 Speed,Automatic,7 Seats,bangalore,999 cc
₹ 9 Lakh,SUV,"80,000 Kms",2nd Owner,2016.0,16 kmpl,UP16,Diesel,2016,2016,Third Party insurance,6 Speed,Automatic,7 Seats,bangalore,1997 cc
₹ 13 Lakh,MUV,"20,000 Kms",1st Owner,2022.0,26.11 kmpl,KA51,CNG,2022,2022,Third Party insurance,5-Speed,Manual,7 Seats,bangalore,1462 cc
₹ 3 Lakh,Sedan,"50,000 Kms",2nd Owner,2014.0,22.1 kmpl,,CNG,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1586 cc
₹ 36.75 Lakh,Sedan,"28,000 Kms",1st Owner,2019.0,13.5 kmpl,KA51,Petrol,Sept 2019,2019,Comprehensive,8 Speed,Automatic,5 Seats,bangalore,1999 cc
₹ 6.70 Lakh,Sedan,"40,000 Kms",1st Owner,2020.0,21.21 kmpl,KA05,Petrol,2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 9 Lakh,Hatchback,"10,000 Kms",1st Owner,2020.0,21.01 kmpl,KA53,Petrol,2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6 Lakh,Hatchback,"60,000 Kms",1st Owner,2016.0,21.4 kmpl,KA05,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 1.10 Lakh,Hatchback,"1,10,000 Kms",4th Owner,2008.0,18 kmpl,KA01,Petrol,2008,2008,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,995 cc
₹ 6.05 Lakh,Hatchback,"57,459 Kms",1st Owner,2016.0,18.6 kmpl,KA53,Petrol,Jan 2017,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.59 Lakh,Hatchback,"70,381 Kms",1st Owner,2017.0,18.9 kmpl,KA50,Petrol,Jan 2018,2017,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 2.68 Lakh,Hatchback,"90,000 Kms",3rd Owner,2012.0,22.07 kmpl,KA51,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 7.80 Lakh,Sedan,"80,648 Kms",1st Owner,2020.0,20.65 kmpl,KA27,Petrol,Jun 2020,2020,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1462 cc
₹ 8.64 Lakh,SUV,"81,853 Kms",2nd Owner,2016.0,13 kmpl,KA01,Petrol,Aug 2016,2016,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1591 cc
₹ 2.40 Lakh,Hatchback,"40,000 Kms",1st Owner,2009.0,17.92 kmpl,KA53,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 3.41 Lakh,Hatchback,"90,802 Kms",1st Owner,2012.0,19.4 kmpl,KA25,Petrol,May 2012,2012,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 2.40 Lakh,Hatchback,"40,000 Kms",1st Owner,2009.0,17.92 kmpl,KA53,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 5.13 Lakh,Hatchback,"16,502 Kms",1st Owner,2021.0,20.3 kmpl,KA14,Petrol,Sept 2021,2021,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 6.61 Lakh,Hatchback,"31,530 Kms",1st Owner,2021.0,20.89 kmpl,KA63,Petrol,Aug 2021,2021,Third Party,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 8 Lakh,MUV,"1,20,000 Kms",2nd Owner,2017.0,24.52 kmpl,,Diesel,2017,2017,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,1248 cc
₹ 5.20 Lakh,Hatchback,"80,000 Kms",2nd Owner,2015.0,25.2 kmpl,KA04,Diesel,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 6 Lakh,Sedan,"71,086 Kms",1st Owner,2014.0,18 kmpl,KA03,Petrol,Oct 2014,2014,Comprehensive,5 Speed CVT,Automatic,5 Seats,bangalore,1497 cc
₹ 3 Lakh,Hatchback,"1,10,000 Kms",2nd Owner,2011.0,21.1 kmpl,,Diesel,2011,2011,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1248 cc
₹ 37.50 Lakh,SUV,"50,000 Kms",1st Owner,2020.0,10.91 kmpl,KA51,Diesel,Jul 2020,2020,Comprehensive,6 Speed,Automatic,7 Seats,bangalore,3198 cc
₹ 12.95 Lakh,Hatchback,"18,000 Kms",1st Owner,2021.0,20.25 kmpl,KA51,Petrol,Jul 2021,2021,Comprehensive,7 Speed,Automatic,5 Seats,bangalore,998 cc
₹ 6.30 Lakh,Sedan,"60,000 Kms",2nd Owner,2014.0,17.4 kmpl,KA03,Petrol,2014,2014,Third Party insurance,5 Speed ,Manual,5 Seats,bangalore,1497 cc
₹ 4.75 Lakh,MUV,"1,20,000 Kms",3rd Owner,2016.0,13.58 kmpl,KA32,Diesel,2016,2016,Third Party insurance,5 Speed,Manual,10 Seats,bangalore,2499 cc
₹ 2.75 Lakh,Hatchback,"70,000 Kms",2nd Owner,2011.0,20.36 kmpl,KA02,Petrol,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.75 Lakh,Hatchback,"25,000 Kms",4th Owner,2016.0,19 kmpl,KA51,Petrol,Jul 2016,2016,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1199 cc
₹ 3.38 Lakh,Hatchback,"69,210 Kms",1st Owner,2012.0,19.4 kmpl,KA01,Petrol,Jun 2012,2012,Third Party,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 6.04 Lakh,Hatchback,"71,165 Kms",2nd Owner,2018.0,18.7 kmpl,KA04,Petrol,Aug 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 1.30 Crore,SUV,"10,000 Kms",1st Owner,2022.0,10.54 kmpl,,Petrol,2022,2022,Third Party insurance,8-Speed Steptronic,Automatic,7 Seats,bangalore,2998 cc
₹ 3.27 Lakh,Sedan,"86,543 Kms",3rd Owner,2010.0,19.3 kmpl,KA51,Diesel,Oct 2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 6.21 Lakh,Hatchback,"67,225 Kms",1st Owner,2016.0,21.4 kmpl,KA03,Petrol,Feb 2016,2016,Third Party,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 2.40 Lakh,Hatchback,"1,00,000 Kms",3rd Owner,2017.0,25 kmpl,KA03,Diesel,2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 6.21 Lakh,Hatchback,"16,247 Kms",1st Owner,2018.0,18.9 kmpl,KA03,Petrol,Nov 2018,2018,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 1.40 Lakh,Sedan,"80,000 Kms",2nd Owner,2007.0,15.7 kmpl,KA01,Petrol,2007,2007,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1390 cc
₹ 7.08 Lakh,Hatchback,"39,481 Kms",2nd Owner,2017.0,21.4 kmpl,KA03,Petrol,Sept 2017,2017,Zero Dep,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 4.43 Lakh,Hatchback,"61,227 Kms",2nd Owner,2018.0,25.24 kmpl,KA50,Petrol,Sept 2018,2018,Third Party,5-Speed,Manual,5 Seats,bangalore,998 cc
₹ 1.80 Lakh,Sedan,"80,000 Kms",4th Owner,2006.0,17.7 kmpl,KA03,Petrol,2006,2006,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 7 Lakh,SUV,"1,12,521 Kms",1st Owner,2016.0,19.01 kmpl,KA05,Diesel,May 2016,2016,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 18 Lakh,SUV,"20,000 Kms",1st Owner,2020.0,17.41 kmpl,KA02,Diesel,2020,2020,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1956 cc
₹ 14.50 Lakh,Sedan,"20,000 Kms",1st Owner,2021.0,18.3 kmpl,,Petrol,2021,2021,Third Party insurance,CVT,Automatic,5 Seats,bangalore,1498 cc
₹ 5.20 Lakh,Sedan,"60,000 Kms",2nd Owner,2016.0,17 kmpl,,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 4.70 Lakh,Hatchback,"40,000 Kms",2nd Owner,2018.0,23.84 kmpl,KA04,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6 Lakh,SUV,"50,000 Kms",1st Owner,2016.0,19.64 kmpl,KA01,Diesel,2016,2016,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 18.50 Lakh,SUV,"1,00,000 Kms",2nd Owner,2016.0,15.17 kmpl,,Diesel,2016,2016,Third Party insurance,7-Speed S-Tronic,Automatic,5 Seats,bangalore,1968 cc
₹ 4.60 Lakh,Hatchback,"20,000 Kms",2nd Owner,2017.0,140 kmpl,KA05,Electric,2017,2017,Third Party insurance,Direct Drive,Automatic,4 Seats,bangalore,72 cc
"₹ 75,000 ",Sedan,"1,10,000 Kms",2nd Owner,2003.0,13.8 kmpl,,Petrol,2003,2003,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1589 cc
₹ 6.49 Lakh,Hatchback,"63,359 Kms",2nd Owner,2017.0,21.4 kmpl,KA01,Petrol,Aug 2017,2017,Third Party,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.57 Lakh,Hatchback,"1,25,227 Kms",2nd Owner,2017.0,22.54 kmpl,KA03,Diesel,Sept 2017,2017,Zero Dep,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 4.20 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2012.0,22.07 kmpl,KA01,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6.29 Lakh,Hatchback,"71,884 Kms",2nd Owner,2015.0,25.2 kmpl,KA03,Diesel,Aug 2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 3.22 Lakh,Hatchback,"79,059 Kms",2nd Owner,2012.0,19.4 kmpl,KA51,Petrol,Jun 2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 6.20 Lakh,Hatchback,"80,000 Kms",2nd Owner,2016.0,21.4 kmpl,KA04,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.35 Lakh,Hatchback,"69,124 Kms",1st Owner,2013.0,22.38 kmpl,KA25,Petrol,Jan 2014,2013,Third Party,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 9.60 Lakh,MUV,"1,20,000 Kms",4th Owner,2012.0,12.99 kmpl,,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,8 Seats,bangalore,2494 cc
₹ 3.17 Lakh,Hatchback,"73,340 Kms",1st Owner,2010.0,18.5 kmpl,KA05,Petrol,Dec 2010,2010,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.74 Lakh,Hatchback,"44,268 Kms",2nd Owner,2017.0,18.9 kmpl,KA04,Petrol,Jan 2018,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 7.80 Lakh,Hatchback,"10,000 Kms",1st Owner,2022.0,19.3 kmpl,KA51,Petrol,2022,2022,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 8 Lakh,Hatchback,"60,000 Kms",1st Owner,2018.0,18.7 kmpl,KA01,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 9.25 Lakh,Sedan,"30,000 Kms",1st Owner,2020.0,18.6 kmpl,KL58,Petrol,2020,2020,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1498 cc
₹ 7.75 Lakh,Sedan,"50,000 Kms",1st Owner,2017.0,20.73 kmpl,KA02,Petrol,2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1373 cc
"₹ 70,000 ",Hatchback,"80,000 Kms",2nd Owner,2011.0,26 kmpl,KA03,Petrol,2011,2011,Third Party insurance,4 Speed,Manual,4 Seats,bangalore,624 cc
₹ 5 Lakh,SUV,"70,000 Kms",2nd Owner,2014.0,19.01 kmpl,MP20,Diesel,2014,2014,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 3.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2009.0,19.3 kmpl,KA03,Diesel,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 11.25 Lakh,MUV,"1,20,000 Kms",2nd Owner,2012.0,12.99 kmpl,KA03,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2494 cc
₹ 8.30 Lakh,Sedan,"20,000 Kms",2nd Owner,2020.0,18.3 kmpl,,Petrol,2020,2020,Third Party insurance,CVT,Automatic,5 Seats,bangalore,1199 cc
₹ 14.75 Lakh,SUV,"37,354 Kms",1st Owner,2020.0,17.8 kmpl,KA01,Diesel,Jun 2020,2020,Third Party,6-Speed,Automatic,5 Seats,bangalore,1493 cc
₹ 8.34 Lakh,SUV,"80,426 Kms",2nd Owner,2014.0,15.1 kmpl,KA51,Diesel,Nov 2014,2014,Comprehensive,6 Speed ,Manual,7 Seats,bangalore,2179 cc
₹ 6.74 Lakh,Sedan,"89,801 Kms",1st Owner,2016.0,20.73 kmpl,KA05,Petrol,Sept 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1373 cc
"₹ 65,000 ",Sedan,"1,20,000 Kms",4th Owner,2004.0,14.2 kmpl,KA03,Petrol,2004,2004,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1389 cc
₹ 5.47 Lakh,Hatchback,"69,199 Kms",2nd Owner,2019.0,18.9 kmpl,KA53,Petrol,Aug 2019,2019,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.13 Lakh,Hatchback,"78,249 Kms",3rd Owner,2012.0,22.38 kmpl,KA53,Petrol,Nov 2012,2012,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 23.25 Lakh,MUV,"26,918 Kms",1st Owner,2018.0,13.68 kmpl,KA51,Diesel,Sept 2018,2018,Comprehensive,5 Speed,Manual,8 Seats,bangalore,2393 cc
₹ 7.09 Lakh,Hatchback,"29,905 Kms",1st Owner,2021.0,22.38 kmpl,KA59,Petrol,Aug 2021,2021,Zero Dep,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 22.95 Lakh,MUV,"37,678 Kms",2nd Owner,2018.0,11.36 kmpl,KA03,Diesel,Aug 2018,2018,Comprehensive,6 Speed,Automatic,7 Seats,bangalore,2755 cc
₹ 5.28 Lakh,Hatchback,"60,442 Kms",2nd Owner,2017.0,18.7 kmpl,KA05,Petrol,Mar 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6.91 Lakh,SUV,"66,463 Kms",1st Owner,2014.0,20.45 kmpl,KA53,Diesel,May 2014,2014,Comprehensive,5 speed,Manual,5 Seats,bangalore,1461 cc
₹ 11.45 Lakh,Sedan,"40,844 Kms",1st Owner,2020.0,16.24 kmpl,KA04,Petrol,Dec 2020,2020,Comprehensive,6 Speed,Automatic,5 Seats,bangalore,999 cc
₹ 8.55 Lakh,Hatchback,"62,696 Kms",1st Owner,2021.0,,KA06,Petrol,Feb 2021,2021,Third Party,6 Speed,Manual,5 Seats,bangalore,999 cc
₹ 8 Lakh,Hatchback,"30,000 Kms",1st Owner,2021.0,21.21 kmpl,KL60,Petrol,2021,2021,Third Party insurance,5,Automatic,5 Seats,bangalore,1197 cc
₹ 5.50 Lakh,Sedan,"44,000 Kms",1st Owner,2017.0,18.16 kmpl,KA04,Petrol,Aug 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1196 cc
₹ 4 Lakh,Hatchback,"70,000 Kms",2nd Owner,2012.0,18.5 kmpl,KA05,Petrol,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 1.30 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2012.0,25 kmpl,KA03,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 3.75 Lakh,Sedan,"1,20,000 Kms",4th Owner,2012.0,22.32 kmpl,KA19,Diesel,2012,2012,Third Party insurance,6 Speed ,Manual,5 Seats,bangalore,1582 cc
₹ 6.50 Lakh,Sedan,"40,000 Kms",1st Owner,2020.0,21.21 kmpl,KA51,Petrol,2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 25.50 Lakh,SUV,"10,000 Kms",1st Owner,2021.0,14.1 kmpl,KA51,Petrol,2021,2021,Third Party insurance,7 Speed DCT,Automatic,5 Seats,bangalore,1368 cc
₹ 13 Lakh,SUV,"80,000 Kms",1st Owner,2021.0,,AP39,Diesel,2021,2021,Third Party insurance,6-Speed,Manual,5 Seats,bangalore,1493 cc
₹ 6.09 Lakh,Hatchback,"79,415 Kms",1st Owner,2016.0,21.4 kmpl,KA53,Petrol,Jan 2016,2016,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.78 Lakh,Sedan,"88,411 Kms",1st Owner,2017.0,26.59 kmpl,KA02,Diesel,Apr 2017,2017,Zero Dep,5 Speed,Automatic,5 Seats,bangalore,1248 cc
₹ 3.75 Lakh,Sedan,"1,20,000 Kms",4th Owner,2011.0,20.54 kmpl,,Diesel,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1598 cc
₹ 4.49 Lakh,Hatchback,"1,06,516 Kms",1st Owner,2012.0,22.9 kmpl,KA01,Diesel,Jun 2012,2012,Third Party,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 5.52 Lakh,Hatchback,"88,509 Kms",2nd Owner,2015.0,25.2 kmpl,KA25,Diesel,Dec 2015,2015,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 9.25 Lakh,SUV,"1,20,000 Kms",1st Owner,2015.0,15.1 kmpl,,Diesel,2015,2015,Third Party insurance,6 Speed,Manual,7 Seats,bangalore,1997 cc
"₹ 56,000 ",Sedan,"80,000 Kms",2nd Owner,2004.0,14.2 kmpl,,Petrol,2004,2004,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1597 cc
₹ 4.26 Lakh,Hatchback,"44,437 Kms",1st Owner,2013.0,22.38 kmpl,KA01,Petrol,Apr 2013,2013,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.07 Lakh,Hatchback,"83,731 Kms",2nd Owner,2015.0,22.54 kmpl,KA51,Diesel,Mar 2015,2015,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1396 cc
"₹ 56,000 ",Sedan,"80,000 Kms",2nd Owner,2004.0,14.2 kmpl,,Petrol,2004,2004,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1597 cc
₹ 8.45 Lakh,SUV,"77,000 Kms",1st Owner,2018.0,16.5 kmpl,KA05,Diesel,May 2018,2018,Comprehensive,5 Speed,Manual,7 Seats,bangalore,1493 cc
₹ 16.50 Lakh,SUV,"23,000 Kms",2nd Owner,2020.0,,KA05,Petrol,Apr 2020,2020,Comprehensive,6-Speed DCT,Automatic,5 Seats,bangalore,1451 cc
₹ 2.40 Lakh,Hatchback,"1,10,000 Kms",3rd Owner,2012.0,20 kmpl,KA18,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1399 cc
₹ 6.80 Lakh,Hatchback,"30,000 Kms",1st Owner,2022.0,20.52 kmpl,KA02,Petrol,2022,2022,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 5 Lakh,MUV,"1,20,000 Kms",2nd Owner,2006.0,12.8 kmpl,,Diesel,2006,2006,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2494 cc
₹ 2.50 Lakh,Sedan,"60,000 Kms",2nd Owner,2011.0,13.7 kmpl,,Petrol,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1368 cc
₹ 7.20 Lakh,Hatchback,"80,000 Kms",1st Owner,2018.0,21.4 kmpl,KA04,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
"₹ 60,000 ",Hatchback,"1,10,000 Kms",4th Owner,2011.0,26 kmpl,,Petrol,2011,2011,Third Party insurance,4 Speed,Manual,4 Seats,bangalore,624 cc
₹ 3.57 Lakh,Sedan,"70,000 Kms",5th Owner,2010.0,12.6 kmpl,KA19,Petrol,2010,2010,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,1798 cc
₹ 7.98 Lakh,Sedan,"45,621 Kms",1st Owner,2018.0,21.56 kmpl,KA03,Petrol,Mar 2019,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1462 cc
₹ 8.58 Lakh,SUV,"38,199 Kms",2nd Owner,2018.0,20.37 kmpl,KA53,Diesel,Mar 2019,2018,Zero Dep,6 Speed,Manual,5 Seats,bangalore,1461 cc
"₹ 80,000 ",Sedan,"90,000 Kms",3rd Owner,2004.0,15.9 kmpl,KA01,Petrol,2004,2004,Third Party insurance,,Manual,5 Seats,bangalore,1298 cc
₹ 6.08 Lakh,Hatchback,"91,660 Kms",1st Owner,2016.0,18.6 kmpl,KA01,Petrol,Aug 2016,2016,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.98 Lakh,Sedan,"51,947 Kms",2nd Owner,2015.0,17.4 kmpl,KA05,Petrol,Mar 2015,2015,Comprehensive,5 Speed ,Manual,5 Seats,bangalore,1497 cc
₹ 12.50 Lakh,MUV,"80,000 Kms",2nd Owner,2018.0,17.6 kmpl,KA41,Diesel,2018,2018,Third Party insurance,6 Speed,Manual,7 Seats,bangalore,2179 cc
₹ 7.51 Lakh,SUV,"76,836 Kms",2nd Owner,2016.0,23.65 kmpl,KA05,Diesel,Mar 2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 5.35 Lakh,Hatchback,"27,000 Kms",2nd Owner,2015.0,16.5 kmpl,KA04,Petrol,Aug 2015,2015,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1198 cc
₹ 10.35 Lakh,Sedan,"33,222 Kms",1st Owner,2017.0,17 kmpl,KA03,Petrol,Oct 2017,2017,Zero Dep,6 Speed,Automatic,5 Seats,bangalore,1591 cc
₹ 3.28 Lakh,Hatchback,"47,333 Kms",1st Owner,2013.0,19.81 kmpl,KA04,Petrol,May 2013,2013,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 7.25 Lakh,Hatchback,"20,000 Kms",1st Owner,2021.0,20.7 kmpl,KA68,Petrol,2021,2021,Third Party insurance,5-Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 7.40 Lakh,Sedan,"46,000 Kms",1st Owner,2017.0,17.01 kmpl,KA03,Petrol,Jun 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1591 cc
₹ 8.75 Lakh,MUV,"68,000 Kms",1st Owner,2012.0,12.99 kmpl,KA05,Diesel,Dec 2012,2012,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2494 cc
₹ 4.80 Lakh,Hatchback,"40,000 Kms",2nd Owner,2015.0,19.69 kmpl,KA03,Petrol,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
"₹ 76,000 ",Sedan,"90,000 Kms",2nd Owner,,14.8 kmpl,KA01,Diesel,,2001,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1998 cc
₹ 1.90 Lakh,Sedan,"80,000 Kms",1st Owner,2010.0,15.3 kmpl,KA51,Petrol,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1596 cc
₹ 2.10 Lakh,Hatchback,"90,000 Kms",4th Owner,2010.0,19.81 kmpl,,Petrol,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 4.80 Lakh,Hatchback,"80,000 Kms",1st Owner,2014.0,25.2 kmpl,,Diesel,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 3.80 Lakh,Sedan,"1,50,000 Kms",2nd Owner,2012.0,22.32 kmpl,,Diesel,2012,2012,Third Party insurance,4 Speed,Manual,5 Seats,bangalore,1582 cc
